Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[435]    0.0    0.00    0.00       2         Catch::BinaryExpr<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::BinaryExpr(bool, char const (&) [6], Catch::StringRef, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [435]
                0.00    0.00       2/240         Catch::ITransientExpression::ITransientExpression(bool, bool) [327]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[436]    0.0    0.00    0.00       2         Catch::BinaryExpr<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [436]
-----------------------------------------------
                0.00    0.00       1/2           CATCH2_INTERNAL_TEST_44() [208]
                0.00    0.00       1/2           CATCH2_INTERNAL_TEST_48() [205]
[437]    0.0    0.00    0.00       2         void Catch::AssertionHandler::handleExpr<bool>(Catch::ExprLhs<bool> const&) [437]
                0.00    0.00       2/2           Catch::ExprLhs<bool>::makeUnaryExpr() const [462]
                0.00    0.00       2/2           Catch::UnaryExpr<bool>::~UnaryExpr() [447]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<BigInteger& const&> Catch::operator<=<BigInteger&, 0>(Catch::Decomposer&&, BigInteger&) [454]
[438]    0.0    0.00    0.00       2         Catch::ExprLhs<BigInteger&>::ExprLhs(BigInteger&) [438]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [10]> Catch::operator<=<char const (&) [10], 0>(Catch::Decomposer&&, char const (&) [10]) [455]
[439]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (&) [10]>::ExprLhs(char const (&) [10]) [439]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [13]> Catch::operator<=<char const (&) [13], 0>(Catch::Decomposer&&, char const (&) [13]) [456]
[440]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (&) [13]>::ExprLhs(char const (&) [13]) [440]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [14]> Catch::operator<=<char const (&) [14], 0>(Catch::Decomposer&&, char const (&) [14]) [457]
[441]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (&) [14]>::ExprLhs(char const (&) [14]) [441]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [20]> Catch::operator<=<char const (&) [20], 0>(Catch::Decomposer&&, char const (&) [20]) [458]
[442]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (&) [20]>::ExprLhs(char const (&) [20]) [442]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [21]> Catch::operator<=<char const (&) [21], 0>(Catch::Decomposer&&, char const (&) [21]) [459]
[443]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (&) [21]>::ExprLhs(char const (&) [21]) [443]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [6]> Catch::operator<=<char const (&) [6], 0>(Catch::Decomposer&&, char const (&) [6]) [460]
[444]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (&) [6]>::ExprLhs(char const (&) [6]) [444]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<bool> Catch::operator<=<bool, 0>(Catch::Decomposer&&, bool) [461]
[445]    0.0    0.00    0.00       2         Catch::ExprLhs<bool>::ExprLhs(bool) [445]
-----------------------------------------------
                0.00    0.00       2/2           Catch::ExprLhs<bool>::makeUnaryExpr() const [462]
[446]    0.0    0.00    0.00       2         Catch::UnaryExpr<bool>::UnaryExpr(bool) [446]
                0.00    0.00       2/240         Catch::ITransientExpression::ITransientExpression(bool, bool) [327]
-----------------------------------------------
                0.00    0.00       2/2           void Catch::AssertionHandler::handleExpr<bool>(Catch::ExprLhs<bool> const&) [437]
[447]    0.0    0.00    0.00       2         Catch::UnaryExpr<bool>::~UnaryExpr() [447]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[448]    0.0    0.00    0.00       2         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [10], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [10], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [10]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [448]
                0.00    0.00       2/84          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [343]
                0.00    0.00       2/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [10], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::BinaryExpr(bool, char const (&) [10], Catch::StringRef, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [425]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[449]    0.0    0.00    0.00       2         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [13], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [13], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [13]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [449]
                0.00    0.00       2/84          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [343]
                0.00    0.00       2/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [13], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::BinaryExpr(bool, char const (&) [13], Catch::StringRef, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [427]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[450]    0.0    0.00    0.00       2         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [14], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [14], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [14]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [450]
                0.00    0.00       2/84          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [343]
                0.00    0.00       2/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [14], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::BinaryExpr(bool, char const (&) [14], Catch::StringRef, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [429]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[451]    0.0    0.00    0.00       2         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [20], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [20], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [20]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [451]
                0.00    0.00       2/84          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [343]
                0.00    0.00       2/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [20], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::BinaryExpr(bool, char const (&) [20], Catch::StringRef, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [431]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[452]    0.0    0.00    0.00       2         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [21], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [21], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [21]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [452]
                0.00    0.00       2/84          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [343]
                0.00    0.00       2/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [21], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::BinaryExpr(bool, char const (&) [21], Catch::StringRef, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [433]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[453]    0.0    0.00    0.00       2         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [6]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [453]
                0.00    0.00       2/84          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [343]
                0.00    0.00       2/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::BinaryExpr(bool, char const (&) [6], Catch::StringRef, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [435]
-----------------------------------------------
                0.00    0.00       1/2           CATCH2_INTERNAL_TEST_6() [121]
                0.00    0.00       1/2           CATCH2_INTERNAL_TEST_16() [102]
[454]    0.0    0.00    0.00       2         Catch::ExprLhs<BigInteger& const&> Catch::operator<=<BigInteger&, 0>(Catch::Decomposer&&, BigInteger&) [454]
                0.00    0.00       2/2           Catch::ExprLhs<BigInteger&>::ExprLhs(BigInteger&) [438]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[455]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (& const&) [10]> Catch::operator<=<char const (&) [10], 0>(Catch::Decomposer&&, char const (&) [10]) [455]
                0.00    0.00       2/2           Catch::ExprLhs<char const (&) [10]>::ExprLhs(char const (&) [10]) [439]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[456]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (& const&) [13]> Catch::operator<=<char const (&) [13], 0>(Catch::Decomposer&&, char const (&) [13]) [456]
                0.00    0.00       2/2           Catch::ExprLhs<char const (&) [13]>::ExprLhs(char const (&) [13]) [440]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[457]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (& const&) [14]> Catch::operator<=<char const (&) [14], 0>(Catch::Decomposer&&, char const (&) [14]) [457]
                0.00    0.00       2/2           Catch::ExprLhs<char const (&) [14]>::ExprLhs(char const (&) [14]) [441]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[458]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (& const&) [20]> Catch::operator<=<char const (&) [20], 0>(Catch::Decomposer&&, char const (&) [20]) [458]
                0.00    0.00       2/2           Catch::ExprLhs<char const (&) [20]>::ExprLhs(char const (&) [20]) [442]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[459]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (& const&) [21]> Catch::operator<=<char const (&) [21], 0>(Catch::Decomposer&&, char const (&) [21]) [459]
                0.00    0.00       2/2           Catch::ExprLhs<char const (&) [21]>::ExprLhs(char const (&) [21]) [443]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[460]    0.0    0.00    0.00       2         Catch::ExprLhs<char const (& const&) [6]> Catch::operator<=<char const (&) [6], 0>(Catch::Decomposer&&, char const (&) [6]) [460]
                0.00    0.00       2/2           Catch::ExprLhs<char const (&) [6]>::ExprLhs(char const (&) [6]) [444]
-----------------------------------------------
                0.00    0.00       1/2           CATCH2_INTERNAL_TEST_44() [208]
                0.00    0.00       1/2           CATCH2_INTERNAL_TEST_48() [205]
[461]    0.0    0.00    0.00       2         Catch::ExprLhs<bool> Catch::operator<=<bool, 0>(Catch::Decomposer&&, bool) [461]
                0.00    0.00       2/2           Catch::ExprLhs<bool>::ExprLhs(bool) [445]
-----------------------------------------------
                0.00    0.00       2/2           void Catch::AssertionHandler::handleExpr<bool>(Catch::ExprLhs<bool> const&) [437]
[462]    0.0    0.00    0.00       2         Catch::ExprLhs<bool>::makeUnaryExpr() const [462]
                0.00    0.00       2/2           Catch::UnaryExpr<bool>::UnaryExpr(bool) [446]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[463]    0.0    0.00    0.00       2         std::numeric_limits<int>::max() [463]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_20() [14]
[464]    0.0    0.00    0.00       2         std::numeric_limits<long>::max() [464]
-----------------------------------------------
                0.00    0.00       2/2           CATCH2_INTERNAL_TEST_16() [102]
[465]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [465]
                0.00    0.00       2/781         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [293]
                0.00    0.00       2/321         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [318]
                0.00    0.00       2/6           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [399]
-----------------------------------------------
                0.00    0.00       1/1           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<BigInteger&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger&, BigInteger const&> >::type Catch::operator==<BigInteger>(Catch::ExprLhs<BigInteger&>&&, BigInteger&&) [216]
[466]    0.0    0.00    0.00       1         Catch::BinaryExpr<BigInteger&, BigInteger const&>::BinaryExpr(bool, BigInteger&, Catch::StringRef, BigInteger const&) [466]
                0.00    0.00       1/240         Catch::ITransientExpression::ITransientExpression(bool, bool) [327]
-----------------------------------------------
                0.00    0.00       1/1           CATCH2_INTERNAL_TEST_16() [102]
[467]    0.0    0.00    0.00       1         Catch::BinaryExpr<BigInteger&, BigInteger const&>::~BinaryExpr() [467]
-----------------------------------------------
                0.00    0.00       1/1           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<BigInteger&, BigInteger&, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger&>::type> > >::value, Catch::BinaryExpr<BigInteger&, BigInteger& const&> >::type Catch::operator==<BigInteger&>(Catch::ExprLhs<BigInteger&>&&, BigInteger&) [217]
[468]    0.0    0.00    0.00       1         Catch::BinaryExpr<BigInteger&, BigInteger&>::BinaryExpr(bool, BigInteger&, Catch::StringRef, BigInteger&) [468]
                0.00    0.00       1/240         Catch::ITransientExpression::ITransientExpression(bool, bool) [327]
-----------------------------------------------
                0.00    0.00       1/1           CATCH2_INTERNAL_TEST_6() [121]
[469]    0.0    0.00    0.00       1         Catch::BinaryExpr<BigInteger&, BigInteger&>::~BinaryExpr() [469]
-----------------------------------------------
                0.00    0.00       1/1           CATCH2_INTERNAL_TEST_16() [102]
[470]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) [470]
                0.00    0.00       1/43904       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [266]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[471]    0.0    0.00    0.00       1         __cxx_global_var_init [471]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[472]    0.0    0.00    0.00       1         __cxx_global_var_init.101 [472]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[473]    0.0    0.00    0.00       1         __cxx_global_var_init.103 [473]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[474]    0.0    0.00    0.00       1         __cxx_global_var_init.105 [474]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[475]    0.0    0.00    0.00       1         __cxx_global_var_init.107 [475]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[476]    0.0    0.00    0.00       1         __cxx_global_var_init.109 [476]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[477]    0.0    0.00    0.00       1         __cxx_global_var_init.11 [477]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[478]    0.0    0.00    0.00       1         __cxx_global_var_init.111 [478]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[479]    0.0    0.00    0.00       1         __cxx_global_var_init.113 [479]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[480]    0.0    0.00    0.00       1         __cxx_global_var_init.115 [480]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[481]    0.0    0.00    0.00       1         __cxx_global_var_init.117 [481]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[482]    0.0    0.00    0.00       1         __cxx_global_var_init.119 [482]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[483]    0.0    0.00    0.00       1         __cxx_global_var_init.121 [483]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[484]    0.0    0.00    0.00       1         __cxx_global_var_init.123 [484]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[485]    0.0    0.00    0.00       1         __cxx_global_var_init.125 [485]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[486]    0.0    0.00    0.00       1         __cxx_global_var_init.127 [486]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[487]    0.0    0.00    0.00       1         __cxx_global_var_init.129 [487]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[488]    0.0    0.00    0.00       1         __cxx_global_var_init.13 [488]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00       1/70          Catch::NameAndTags::NameAndTags(Catch::StringRef, Catch::StringRef) [352]
                0.00    0.00       1/70          Catch::Detail::unique_ptr<Catch::ITestInvoker>::~unique_ptr() [353]
-----------------------------------------------
                0.00    0.00       1/1           __cxx_global_var_init.139 [9300]
[489]    0.0    0.00    0.00       1         __cxx_global_var_init.131 [489]
                0.00    0.00       2/140         Catch::StringRef::StringRef() [334]
                0.00    0.00       1/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
